,SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,num_rooms,factor
21144,1307,4,3,Urban,2015,95541,7,73.1
21145,2668,2,1,Urban,1971,275335,3,103.2
21146,2930,5,2,Suburb,2006,320117,7,109.25
21147,1505,5,3,Rural,1977,205692,8,136.67
21148,1280,4,3,Urban,1964,179396,7,140.15
21149,2826,4,3,Suburb,2019,372336,7,131.75
21150,1674,3,3,Rural,1970,158266,6,94.54
21151,2813,5,1,Suburb,1974,340084,6,120.9
21152,1932,5,3,Urban,1961,232105,8,120.14
21153,2462,4,1,Rural,1995,242725,5,98.59
21154,1714,2,2,Rural,1965,220986,4,128.93
21155,1607,3,1,Rural,2012,156119,4,97.15
21156,1482,4,3,Urban,1988,152179,7,102.68
21157,2246,2,2,Rural,1977,69006,4,30.72
21158,2772,3,1,Rural,2006,392585,4,141.63
21159,1116,2,1,Rural,2009,89874,3,80.53
21160,1967,3,1,Suburb,1951,262332,4,133.37
21161,1191,3,3,Rural,2011,100535,6,84.41
21162,1787,3,2,Suburb,2002,161419,5,90.33
21163,1617,5,1,Rural,1951,178048,6,110.11
21164,1515,4,3,Rural,1973,218077,7,143.95
21165,2553,5,2,Suburb,1959,335627,7,131.46
21166,1306,5,1,Rural,1973,171474,6,131.3
21167,2987,3,2,Suburb,1964,348141,5,116.55
21168,1531,4,3,Urban,1954,207722,7,135.68
21169,1121,4,2,Suburb,1989,160986,6,143.61
21170,1648,4,2,Urban,1991,200983,6,121.96
21171,1591,4,2,Rural,1998,158098,6,99.37
21172,2177,3,1,Suburb,1964,229884,4,105.6
21173,1869,4,1,Urban,2014,262345,5,140.37
21174,2560,2,1,Suburb,1991,290736,3,113.57
21175,2475,2,1,Suburb,1951,289357,3,116.91
21176,2192,5,1,Suburb,1986,286819,6,130.85
21177,1058,3,1,Urban,1973,200238,4,189.26
21178,1300,5,1,Urban,1961,188821,6,145.25
21179,1552,5,3,Urban,1985,161408,8,104.0
21180,2573,4,3,Rural,1960,312238,7,121.35
21181,2140,2,2,Suburb,1993,131136,4,61.28
21182,2810,2,2,Rural,1963,311531,4,110.87
21183,2805,4,3,Urban,1978,284604,7,101.46
21184,2150,4,3,Rural,2015,262842,7,122.25
21185,2428,3,2,Urban,1984,299703,5,123.44
21186,1398,2,3,Rural,2012,133551,5,95.53
21187,1514,5,3,Suburb,1981,167105,8,110.37
21188,1804,5,3,Suburb,2003,264120,8,146.41
21189,2908,3,2,Suburb,1991,328793,5,113.06
21190,1497,2,2,Suburb,2009,112261,4,74.99
21191,1941,4,1,Urban,1997,293043,5,150.98
21192,1527,5,2,Suburb,1963,194293,7,127.24
21193,1397,2,1,Rural,1950,147475,3,105.57
21194,2288,2,3,Suburb,1983,225496,5,98.56
21195,2774,2,1,Rural,2009,239386,3,86.3
21196,2286,4,3,Rural,1950,223519,7,97.78
21197,2421,5,1,Urban,1954,215026,6,88.82
21198,2669,4,3,Urban,1963,294701,7,110.42
21199,2748,2,2,Rural,1951,246183,4,89.59
21200,2550,2,1,Urban,1971,231216,3,90.67
21201,1435,5,1,Urban,2010,252612,6,176.04
21202,1839,5,3,Urban,1979,166130,8,90.34
21203,2953,4,3,Urban,1960,302199,7,102.34
21204,1359,4,2,Suburb,1964,175891,6,129.43
21205,2152,4,1,Suburb,1986,260070,5,120.85
21206,1863,2,2,Rural,1966,205715,4,110.42
21207,1633,5,2,Rural,1985,168466,7,103.16
21208,2264,3,2,Rural,2001,168390,5,74.38
21209,2650,5,3,Urban,2014,302797,8,114.26
21210,2732,5,2,Suburb,2009,365344,7,133.73
21211,2245,5,2,Rural,1950,176090,7,78.44
21212,1213,3,3,Suburb,1958,135314,6,111.55
21213,1915,4,3,Rural,1968,126349,7,65.98
21214,1591,3,2,Urban,1983,214819,5,135.02
21215,2798,5,1,Suburb,1958,339985,6,121.51
21216,1134,5,1,Rural,1983,106769,6,94.15
21217,2841,2,3,Suburb,1991,304383,5,107.14
21218,1753,5,2,Suburb,1962,230405,7,131.43
21219,1385,3,1,Urban,2008,178664,4,129.0
21220,2326,3,1,Suburb,1982,267559,4,115.03
21221,2805,3,2,Urban,2007,311246,5,110.96
21222,2310,4,1,Suburb,1973,362130,5,156.77
21223,2585,2,1,Urban,2013,334266,3,129.31
21224,2212,4,3,Suburb,1984,258250,7,116.75
21225,2320,3,1,Rural,1964,250552,4,108.0
21226,2549,4,1,Urban,1970,298743,5,117.2
21227,1388,2,3,Suburb,2011,236438,5,170.34
21228,2482,2,1,Urban,2004,300304,3,120.99
21229,1743,2,3,Urban,2016,283860,5,162.86
21230,2284,2,2,Urban,2014,287205,4,125.75
21231,1703,3,1,Rural,1995,198207,4,116.39
21232,1924,5,1,Suburb,1956,181409,6,94.29
21233,2738,3,3,Rural,1996,357724,6,130.65
21234,1772,3,1,Urban,1992,165667,4,93.49
21235,2136,3,1,Suburb,1967,326051,4,152.65
21236,2909,3,3,Urban,1955,252407,6,86.77
21237,1863,4,1,Suburb,1996,143715,5,77.14
21238,2059,2,3,Urban,1990,236570,5,114.9
21239,1078,5,1,Rural,2015,147536,6,136.86
21240,2298,5,2,Urban,1950,333112,7,144.96
21241,2983,5,3,Urban,1997,392352,8,131.53
21242,2301,3,2,Suburb,1951,280214,5,121.78
21243,1673,2,2,Rural,2020,201321,4,120.34
21244,1311,2,3,Urban,1978,159951,5,122.01
21245,2552,5,2,Rural,2014,313444,7,122.82
21246,1203,5,1,Rural,1976,149202,6,124.02
21247,1984,3,3,Suburb,1976,164439,6,82.88
21248,2975,5,1,Suburb,1951,215868,6,72.56
21249,1016,3,2,Suburb,1997,122923,5,120.99
21250,2737,5,3,Rural,1966,291471,8,106.49
21251,1475,2,2,Urban,1988,53286,4,36.13
21252,2534,2,1,Suburb,1988,348749,3,137.63
21253,2016,2,3,Rural,1957,180140,5,89.36
21254,1209,4,2,Rural,1995,137703,6,113.9
21255,1498,5,3,Urban,1952,155464,8,103.78
21256,2425,4,2,Rural,2014,260582,6,107.46
21257,1428,2,1,Suburb,1978,202329,3,141.69
21258,2101,5,3,Suburb,1980,248945,8,118.49
21259,2591,4,2,Suburb,2020,357649,6,138.04
21260,2103,2,2,Suburb,2000,219252,4,104.26
21261,2329,2,1,Suburb,2007,170795,3,73.33
21262,1057,5,3,Rural,1970,105160,8,99.49
21263,2553,5,2,Suburb,1975,207167,7,81.15
21264,2231,3,1,Suburb,2012,233086,4,104.48
21265,2534,5,3,Suburb,2010,258921,8,102.18
21266,2158,2,2,Suburb,2009,241873,4,112.08
21267,2867,3,2,Urban,1999,296520,5,103.43
21268,1993,3,3,Rural,1951,133630,6,67.05
21269,1521,5,3,Rural,2018,199809,8,131.37
21270,1580,2,2,Suburb,1955,159790,4,101.13
21271,2876,4,1,Urban,1977,303288,5,105.45
21272,1898,2,1,Urban,2011,176441,3,92.96
21273,2106,2,1,Urban,1968,278637,3,132.31
21274,1620,5,3,Suburb,1997,132174,8,81.59
21275,2067,4,2,Urban,2010,254939,6,123.34
21276,2506,3,1,Urban,1977,225231,4,89.88
21277,1965,4,3,Suburb,1963,322288,7,164.01
21278,1909,5,2,Suburb,2019,281582,7,147.5
21279,2667,2,2,Urban,1951,314537,4,117.94
21280,1492,2,3,Rural,2020,225051,5,150.84
21281,1498,4,3,Suburb,1983,246430,7,164.51
21282,2041,4,1,Rural,1959,165732,5,81.2
21283,1604,5,2,Rural,2007,216762,7,135.14
21284,1947,4,2,Rural,1985,201563,6,103.52
21285,1293,5,2,Suburb,2014,232176,7,179.56
21286,2999,3,2,Rural,1981,263076,5,87.72
21287,2171,4,1,Suburb,1976,268348,5,123.61
21288,2495,2,2,Suburb,1983,224956,4,90.16
21289,1171,4,3,Rural,1962,228637,7,195.25
21290,2586,2,1,Urban,1960,266778,3,103.16
21291,1530,3,2,Urban,2014,197071,5,128.8
21292,2143,3,1,Suburb,1958,266406,4,124.31
21293,2859,4,1,Rural,1983,254752,5,89.11
21294,2760,5,1,Rural,2020,317698,6,115.11
21295,1065,2,3,Urban,2018,198400,5,186.29
21296,1140,3,1,Rural,1970,155868,4,136.73
21297,1445,4,2,Suburb,2000,108826,6,75.31
21298,2529,3,2,Suburb,2002,242620,5,95.94
21299,1188,4,2,Rural,1951,232630,6,195.82
21300,1157,2,1,Urban,2002,184987,3,159.89
21301,2633,4,2,Rural,1977,336633,6,127.85
21302,1669,2,1,Suburb,1954,141562,3,84.82
21303,2970,3,1,Suburb,1960,313683,4,105.62
21304,1245,2,1,Suburb,1957,113460,3,91.13
21305,1855,2,2,Urban,1963,159207,4,85.83
21306,1943,5,1,Suburb,2016,267729,6,137.79
21307,1747,3,3,Suburb,1956,166459,6,95.28
21308,2056,2,3,Rural,2020,176497,5,85.84
21309,2384,5,1,Rural,1986,321352,6,134.8
21310,2776,5,2,Urban,1985,402168,7,144.87
21311,1329,2,1,Urban,2003,151003,3,113.62
21312,1511,4,1,Rural,2015,106377,5,70.4
21313,1849,2,3,Suburb,1951,203124,5,109.86
21314,2810,4,2,Suburb,1985,251691,6,89.57
21315,2094,2,2,Suburb,2004,202956,4,96.92
21316,2336,3,1,Rural,1978,254199,4,108.82
21317,2938,5,2,Suburb,1973,365679,7,124.47
21318,2751,2,1,Rural,1976,297487,3,108.14
21319,1078,2,1,Urban,1975,85316,3,79.14
21320,1168,2,3,Suburb,2020,212715,5,182.12
21321,1809,4,2,Rural,2011,240998,6,133.22
21322,1982,3,2,Suburb,1950,299433,5,151.08
21323,1179,3,3,Rural,1958,142860,6,121.17
21324,2651,2,2,Suburb,2012,304382,4,114.82
21325,1259,5,1,Urban,2000,92482,6,73.46
21326,2509,5,2,Urban,1962,325354,7,129.67
21327,2795,2,2,Rural,1982,243451,4,87.1
21328,2028,4,2,Rural,2004,202159,6,99.68
21329,1296,5,1,Urban,1965,137410,6,106.03
21330,1619,3,2,Rural,2010,197261,5,121.84
21331,1854,5,1,Urban,1990,165589,6,89.31
21332,1359,5,3,Suburb,2021,292431,8,215.18
21333,1116,2,1,Urban,2017,68198,3,61.11
21334,1356,5,3,Suburb,1996,69423,8,51.2
21335,1956,2,3,Rural,1956,210331,5,107.53
21336,2866,3,1,Urban,2018,324670,4,113.28
21337,1438,5,1,Suburb,2011,239422,6,166.5
21338,2354,2,3,Urban,1992,307251,5,130.52
21339,2548,2,3,Suburb,1991,319074,5,125.23
21340,2677,3,2,Rural,1967,327419,5,122.31
21341,2211,5,1,Rural,2001,286366,6,129.52
21342,2991,4,3,Urban,2014,335394,7,112.13
21343,2304,5,1,Suburb,2006,201918,6,87.64
21344,2534,2,1,Rural,1972,210819,3,83.2
21345,2489,2,3,Suburb,1977,253218,5,101.73
21346,2138,3,3,Rural,1975,232169,6,108.59
21347,2963,3,1,Suburb,1953,371156,4,125.26
21348,2259,4,2,Suburb,1979,259508,6,114.88
21349,2361,4,3,Suburb,2002,244407,7,103.52
21350,1521,2,1,Suburb,1965,290966,3,191.3
21351,1198,4,2,Rural,1967,184791,6,154.25
21352,2787,4,1,Suburb,1962,267437,5,95.96
21353,2073,4,1,Suburb,2008,210684,5,101.63
21354,2963,5,3,Urban,1966,209416,8,70.68
21355,2165,5,2,Rural,2009,340573,7,157.31
21356,2806,2,1,Urban,2001,348992,3,124.37
21357,2551,5,2,Urban,2014,334220,7,131.02
21358,2537,4,2,Suburb,1988,253902,6,100.08
21359,1669,4,3,Urban,1988,282904,7,169.51
21360,2053,4,1,Suburb,2000,242079,5,117.91
21361,2105,5,1,Urban,1982,145536,6,69.14
21362,1030,3,3,Rural,1961,119287,6,115.81
21363,2771,4,3,Rural,1959,274906,7,99.21
21364,2007,4,1,Urban,1965,195317,5,97.32
21365,1332,3,3,Urban,2009,70046,6,52.59
21366,1659,3,1,Rural,1963,199186,4,120.06
21367,1176,2,2,Suburb,1963,70078,4,59.59
21368,1369,2,2,Urban,1969,211005,4,154.13
21369,1546,5,3,Suburb,2019,136295,8,88.16
21370,1534,3,2,Suburb,1979,126200,5,82.27
21371,2129,2,1,Suburb,1986,167300,3,78.58
21372,1096,4,2,Rural,1966,184464,6,168.31
21373,1229,2,2,Rural,2011,138308,4,112.54
21374,1226,4,2,Urban,1980,145313,6,118.53
21375,1370,4,1,Urban,1955,154649,5,112.88
21376,2123,4,3,Rural,1993,291077,7,137.11
21377,2468,5,1,Suburb,1975,350062,6,141.84
21378,2491,3,3,Urban,2017,260624,6,104.63
21379,1054,5,2,Urban,2015,59141,7,56.11
21380,2218,2,2,Rural,2006,269207,4,121.37
21381,2543,2,2,Urban,1975,296562,4,116.62
21382,1423,3,1,Urban,1976,107690,4,75.68
21383,1314,3,2,Urban,1992,19804,5,15.07
21384,2151,2,1,Suburb,1976,185384,3,86.19
21385,1031,3,1,Rural,1954,219421,4,212.82
21386,1092,3,3,Suburb,2003,65040,6,59.56
21387,1518,4,3,Rural,1992,191052,7,125.86
21388,2281,5,3,Suburb,1958,332380,8,145.72
21389,1852,5,3,Urban,1955,166136,8,89.71
21390,2925,5,1,Suburb,1977,311394,6,106.46
21391,2243,4,1,Suburb,1956,253519,5,113.03
21392,1751,4,3,Rural,1998,248936,7,142.17
21393,2129,3,3,Urban,1976,200738,6,94.29
21394,2571,3,3,Rural,1965,208472,6,81.09
21395,1415,4,3,Urban,1967,234651,7,165.83
21396,1556,4,3,Urban,1950,184710,7,118.71
21397,2833,2,3,Urban,1993,239856,5,84.67
21398,2332,4,3,Suburb,1967,299439,7,128.4
21399,1365,4,2,Suburb,1965,189272,6,138.66
21400,2544,5,3,Urban,1969,381478,8,149.95
21401,2482,2,3,Rural,1981,205536,5,82.81
21402,1598,5,1,Rural,1983,153599,6,96.12
21403,2393,5,3,Suburb,1983,291446,8,121.79
21404,1330,2,3,Rural,1950,225675,5,169.68
21405,1688,2,3,Urban,1950,267295,5,158.35
21406,2665,2,1,Rural,1962,327851,3,123.02
21407,2730,3,1,Urban,2009,257761,4,94.42
21408,1010,2,2,Rural,1977,82224,4,81.41
21409,1817,5,1,Suburb,1957,225189,6,123.93
21410,2530,2,1,Rural,2016,160205,3,63.32
21411,1418,3,2,Suburb,1952,243696,5,171.86
21412,2145,5,1,Rural,1951,277145,6,129.21
21413,1910,2,2,Suburb,1982,296250,4,155.1
21414,2258,2,2,Rural,2008,192479,4,85.24
21415,2354,5,1,Urban,2008,222311,6,94.44
21416,2566,5,1,Rural,1994,364368,6,142.0
21417,1347,2,2,Rural,1996,137824,4,102.32
21418,1957,3,2,Rural,2020,252762,5,129.16
21419,1411,5,2,Urban,1983,67425,7,47.79
21420,2247,4,2,Urban,1956,229212,6,102.01
21421,1152,2,1,Suburb,2009,122389,3,106.24
21422,2235,5,3,Rural,1998,285133,8,127.58
21423,1091,5,2,Urban,1996,158917,7,145.66
21424,2944,2,1,Suburb,1996,321153,3,109.09
21425,1330,2,2,Rural,1977,166103,4,124.89
21426,2490,2,3,Urban,2006,284910,5,114.42
21427,2883,3,1,Urban,1973,276804,4,96.01
21428,2664,4,1,Rural,1967,266759,5,100.13
21429,1954,5,3,Urban,1970,289896,8,148.36
21430,2732,2,3,Suburb,1954,288125,5,105.46
21431,1969,2,1,Suburb,1965,172947,3,87.83
21432,1553,3,3,Urban,1982,233676,6,150.47
21433,2901,4,1,Urban,2002,294603,5,101.55
21434,1929,5,3,Urban,1995,268312,8,139.09
21435,2251,4,2,Suburb,2018,215830,6,95.88
21436,1193,4,2,Suburb,1999,64047,6,53.69
21437,1529,2,1,Urban,2003,149686,3,97.9
21438,1844,2,1,Suburb,1977,155582,3,84.37
21439,2266,2,1,Rural,1958,226729,3,100.06
21440,2412,3,2,Suburb,2010,245288,5,101.69
21441,2299,3,2,Urban,1976,268574,5,116.82
21442,2473,3,1,Suburb,1998,254569,4,102.94
21443,1638,2,3,Rural,1967,184205,5,112.46
21444,2610,2,1,Urban,2015,192752,3,73.85
21445,2597,2,1,Suburb,1959,360362,3,138.76
21446,1477,4,1,Rural,1965,251029,5,169.96
21447,1479,3,3,Suburb,1969,208938,6,141.27
21448,1287,3,2,Rural,1989,172807,5,134.27
21449,1697,4,3,Rural,1957,205809,7,121.28
21450,2713,5,2,Suburb,2004,215071,7,79.27
21451,2701,4,2,Urban,1966,401127,6,148.51
21452,1694,4,3,Rural,1999,147273,7,86.94
21453,1539,2,2,Urban,1978,144527,4,93.91
21454,1329,5,3,Rural,1975,202326,8,152.24
21455,1469,4,2,Rural,1982,274995,6,187.2
21456,2782,5,1,Rural,2000,342898,6,123.26
21457,1848,5,2,Urban,1952,226945,7,122.81
21458,1533,2,3,Suburb,2020,154199,5,100.59
21459,2962,5,2,Rural,1961,367548,7,124.09
21460,1466,2,1,Suburb,1969,147208,3,100.41
21461,1976,3,3,Rural,2011,178163,6,90.16
21462,1419,4,1,Rural,1992,85115,5,59.98
21463,2631,2,1,Rural,1997,307173,3,116.75
21464,2145,2,1,Rural,1977,275970,3,128.66
21465,1761,4,3,Suburb,1996,171629,7,97.46
21466,2005,2,2,Suburb,2000,261798,4,130.57
21467,1890,5,1,Urban,1966,273043,6,144.47
21468,1307,2,3,Rural,1987,37865,5,28.97
21469,2955,2,2,Suburb,2005,226166,4,76.54
21470,1923,5,2,Suburb,2021,222917,7,115.92
21471,1333,4,3,Suburb,2002,145594,7,109.22
21472,1953,2,3,Suburb,1968,216435,5,110.82
21473,2443,3,2,Urban,1969,247878,5,101.46
21474,2349,4,2,Rural,1965,262262,6,111.65
21475,2021,3,1,Rural,1989,210875,4,104.34
21476,2672,3,2,Rural,1971,295221,5,110.49
21477,1788,3,1,Suburb,1964,191498,4,107.1
21478,1831,2,1,Rural,2005,182666,3,99.76
21479,1843,5,2,Urban,2017,311479,7,169.01
21480,2596,2,3,Urban,2006,207068,5,79.76
21481,1249,3,2,Suburb,1994,260262,5,208.38
21482,2118,3,1,Suburb,1963,185865,4,87.75
21483,2319,5,2,Rural,1974,243668,7,105.07
21484,1183,4,2,Urban,1991,126612,6,107.03
21485,2283,3,3,Suburb,1987,325642,6,142.64
21486,1798,2,1,Rural,1986,217221,3,120.81
21487,2690,3,1,Urban,2008,324275,4,120.55
21488,1185,3,1,Suburb,1977,211116,4,178.16
21489,2432,4,1,Suburb,1978,219983,5,90.45
21490,2092,5,3,Rural,1979,253839,8,121.34
21491,1837,3,3,Suburb,1987,306454,6,166.82
21492,2796,4,1,Suburb,1980,253290,5,90.59
21493,1626,4,2,Rural,1995,243403,6,149.69
21494,1858,3,1,Suburb,2018,180682,4,97.25
21495,1007,3,2,Suburb,2005,116779,5,115.97
21496,2288,5,1,Suburb,2008,287675,6,125.73
21497,1782,2,3,Suburb,1956,157503,5,88.39
21498,2507,2,3,Rural,2012,298962,5,119.25
21499,2784,5,1,Rural,1955,331425,6,119.05
21500,2640,4,2,Rural,2007,319618,6,121.07
21501,1774,4,2,Urban,2009,202098,6,113.92
21502,2759,5,2,Suburb,1995,259870,7,94.19
21503,2863,2,3,Suburb,1961,315213,5,110.1
21504,2006,4,2,Urban,2000,241862,6,120.57
21505,2394,2,2,Urban,1957,328497,4,137.22
21506,2806,4,2,Urban,1986,378646,6,134.94
21507,1676,2,3,Suburb,1959,156092,5,93.13
21508,2106,5,1,Urban,2010,300931,6,142.89
21509,2830,2,3,Rural,2003,315818,5,111.6
21510,2669,4,3,Urban,1987,358983,7,134.5
21511,1210,4,1,Rural,1963,184360,5,152.36
21512,2336,4,1,Urban,1984,318600,5,136.39
21513,2627,3,2,Rural,2006,262287,5,99.84
21514,2360,3,2,Suburb,1957,252700,5,107.08
21515,1489,4,1,Suburb,2004,179648,5,120.65
21516,2426,5,2,Rural,2015,270218,7,111.38
21517,1638,4,1,Rural,1955,246124,5,150.26
21518,1190,5,2,Urban,1965,164360,7,138.12
21519,1670,4,3,Rural,1972,252822,7,151.39
21520,1842,4,2,Suburb,1959,244010,6,132.47
21521,1334,5,1,Suburb,2003,141704,6,106.22
21522,2545,2,1,Suburb,1987,322514,3,126.72
21523,2642,3,3,Urban,1993,229222,6,86.76
21524,2110,4,2,Urban,1971,253622,6,120.2
21525,1578,5,1,Urban,1964,206513,6,130.87
21526,1061,5,2,Rural,2009,165556,7,156.04
21527,1386,3,1,Rural,1980,177617,4,128.15
21528,2169,3,2,Urban,1952,270892,5,124.89
21529,1152,2,3,Rural,2015,178038,5,154.55
21530,1618,4,2,Urban,1994,172523,6,106.63
21531,2683,3,2,Urban,1974,322203,5,120.09
21532,1697,2,1,Rural,1981,185472,3,109.29
21533,2372,4,2,Suburb,1974,200114,6,84.37
21534,2877,4,1,Rural,1952,301227,5,104.7
21535,1177,5,1,Urban,2011,237366,6,201.67
21536,2912,3,2,Urban,2017,236665,5,81.27
21537,1846,2,1,Suburb,1968,216429,3,117.24
21538,1486,2,3,Rural,1960,206979,5,139.29
21539,2801,5,2,Urban,2016,285342,7,101.87
21540,2684,2,3,Suburb,2006,271318,5,101.09
21541,2270,2,2,Rural,1972,157901,4,69.56
21542,2277,4,1,Rural,1953,318650,5,139.94
21543,1499,3,3,Rural,1981,190187,6,126.88
21544,1540,5,3,Urban,1954,263384,8,171.03
21545,2375,3,1,Urban,1980,261519,4,110.11
21546,2535,2,2,Suburb,1995,198352,4,78.25
21547,2801,2,2,Suburb,2016,326095,4,116.42
21548,1012,2,2,Rural,2010,173265,4,171.21
21549,2582,3,2,Suburb,1974,268434,5,103.96
21550,1150,5,3,Urban,2007,237976,8,206.94
21551,2073,5,1,Urban,1965,233405,6,112.59
21552,2238,4,1,Urban,2016,264387,5,118.14
21553,1990,5,3,Urban,1985,300390,8,150.95
21554,1643,4,1,Suburb,1980,159257,5,96.93
21555,1371,2,1,Urban,1956,156116,3,113.87
21556,2136,5,1,Urban,1954,158963,6,74.42
21557,1251,4,3,Suburb,1963,164896,7,131.81
21558,2986,4,3,Urban,1958,321356,7,107.62
21559,2364,3,1,Rural,2019,250207,4,105.84
21560,1052,2,3,Suburb,1987,158885,5,151.03
21561,2153,5,3,Urban,1950,201924,8,93.79
21562,2859,5,3,Suburb,1981,311432,8,108.93
21563,1192,5,2,Urban,1963,200781,7,168.44
21564,1590,4,3,Rural,1968,259940,7,163.48
21565,2080,5,2,Urban,1990,220529,7,106.02
21566,1096,5,1,Rural,2011,227146,6,207.25
21567,1197,5,1,Rural,1969,232350,6,194.11
21568,2670,2,1,Rural,1982,250127,3,93.68
21569,1146,2,3,Suburb,1970,141175,5,123.19
21570,2707,4,2,Rural,1979,328424,6,121.32
21571,2598,3,3,Rural,1978,233680,6,89.95
21572,2600,5,1,Rural,2008,231448,6,89.02
21573,2318,5,2,Suburb,1970,277703,7,119.8
21574,1722,4,3,Rural,2003,225970,7,131.23
21575,2644,5,3,Rural,2020,289847,8,109.62
21576,2817,3,1,Urban,1951,251383,4,89.24
21577,1683,4,3,Rural,2002,232655,7,138.24
21578,2035,2,3,Suburb,2007,213248,5,104.79
21579,2941,3,1,Urban,1970,319769,4,108.73
21580,1332,5,2,Suburb,1990,110325,7,82.83
21581,2243,3,3,Urban,1993,273111,6,121.76
21582,2421,2,1,Rural,2001,259923,3,107.36
21583,2365,4,3,Rural,1978,244891,7,103.55
21584,2821,3,2,Rural,2019,214501,5,76.04
21585,1511,4,2,Rural,1999,263492,6,174.38
21586,1171,4,1,Suburb,2015,98426,5,84.05
21587,2491,5,1,Rural,1968,381370,6,153.1
21588,2771,5,3,Urban,2013,302091,8,109.02
21589,2189,4,1,Rural,1951,288862,5,131.96
21590,2722,2,1,Suburb,2017,322240,3,118.38
21591,2193,4,1,Suburb,1963,183040,5,83.47
21592,1563,2,3,Rural,2007,260306,5,166.54
21593,1511,3,1,Rural,1999,159500,4,105.56
21594,2854,4,2,Rural,1968,356640,6,124.96
21595,2212,3,1,Suburb,2017,129128,4,58.38
21596,2143,4,3,Suburb,1993,218682,7,102.04
21597,1104,3,3,Urban,1981,130352,6,118.07
21598,1673,2,2,Rural,1983,224771,4,134.35
21599,1806,3,2,Suburb,2010,199652,5,110.55
21600,2064,3,3,Rural,1980,318457,6,154.29
21601,1888,5,3,Rural,1998,135131,8,71.57
21602,1875,4,3,Urban,1961,171181,7,91.3
21603,1676,4,3,Urban,1982,160008,7,95.47
21604,1320,4,2,Suburb,1967,98655,6,74.74
21605,2909,4,3,Urban,2003,309583,7,106.42
21606,1334,5,2,Suburb,1964,76388,7,57.26
21607,2183,2,3,Rural,2002,168983,5,77.41
21608,1263,3,2,Suburb,1957,48562,5,38.45
21609,1864,3,3,Urban,2001,249592,6,133.9
21610,2553,2,1,Suburb,2017,226469,3,88.71
21611,2708,3,3,Rural,1987,284162,6,104.93
21612,2500,5,2,Rural,1967,298732,7,119.49
21613,1351,4,3,Rural,2015,144377,7,106.87
21614,2568,4,3,Suburb,1973,186489,7,72.62
21615,2796,5,1,Rural,1963,342465,6,122.48
21616,2233,4,3,Urban,1996,236007,7,105.69
21617,2519,3,1,Suburb,1980,362687,4,143.98
21618,2918,2,3,Suburb,2009,309866,5,106.19
21619,2865,2,1,Rural,1950,307784,3,107.43
21620,2405,3,1,Urban,1954,235023,4,97.72
21621,1675,2,1,Suburb,1999,186948,3,111.61
21622,2504,2,3,Suburb,1967,318196,5,127.08
21623,1918,4,1,Suburb,1967,290030,5,151.21
21624,2959,3,3,Rural,2020,371275,6,125.47
21625,1004,5,2,Urban,2012,14684,7,14.63
21626,1033,2,3,Suburb,2007,92601,5,89.64
21627,2815,3,3,Urban,1968,255231,6,90.67
21628,2168,5,2,Rural,1976,275758,7,127.19
21629,1350,5,1,Rural,1952,114076,6,84.5
21630,1582,4,3,Urban,1978,192135,7,121.45
21631,1464,4,3,Urban,1958,125817,7,85.94
21632,1347,2,3,Rural,2011,190347,5,141.31
21633,2765,3,1,Urban,1966,326979,4,118.26
21634,1124,3,1,Urban,1987,130864,4,116.43
21635,2813,4,2,Suburb,2002,348820,6,124.0
21636,2294,4,3,Urban,1989,314604,7,137.14
21637,1356,4,2,Rural,2018,163344,6,120.46
21638,1526,2,1,Rural,2012,214085,3,140.29
21639,2777,3,1,Rural,2017,368731,4,132.78
21640,1497,2,2,Urban,1982,189402,4,126.52
21641,2176,3,1,Urban,1979,228200,4,104.87
21642,1052,4,3,Suburb,1999,180973,7,172.03
21643,1148,2,1,Suburb,1972,160233,3,139.58
21644,1502,5,1,Urban,1964,126191,6,84.02
21645,1869,2,2,Urban,2010,174922,4,93.59
21646,2473,2,1,Urban,2019,328940,3,133.01
21647,1218,5,1,Suburb,1987,159208,6,130.71
21648,2648,5,2,Rural,1962,317922,7,120.06
21649,2823,4,3,Rural,1985,302009,7,106.98
21650,2300,5,2,Suburb,1997,335633,7,145.93
21651,1451,5,3,Urban,1989,138923,8,95.74
21652,2451,2,3,Urban,1955,311401,5,127.05
21653,1082,2,2,Suburb,1985,172984,4,159.87
21654,2985,4,2,Rural,1974,392481,6,131.48
21655,2241,5,2,Suburb,1999,261352,7,116.62
21656,1737,3,1,Rural,2017,238411,4,137.25
21657,2805,2,3,Suburb,2002,339804,5,121.14
21658,1526,4,3,Suburb,2011,169656,7,111.18
21659,1403,2,3,Rural,1973,191456,5,136.46
21660,1289,2,2,Urban,1971,160914,4,124.84
21661,1419,3,3,Suburb,1950,241622,6,170.28
21662,1338,4,3,Suburb,2017,157624,7,117.81
21663,1776,3,3,Urban,1976,244215,6,137.51
21664,1710,3,3,Rural,1987,230902,6,135.03
21665,2693,4,2,Suburb,1982,253339,6,94.07
21666,2868,5,1,Urban,1956,289400,6,100.91
21667,1986,3,1,Urban,1955,170858,4,86.03
21668,1958,5,2,Urban,1962,249630,7,127.49
21669,2442,2,1,Rural,1963,303072,3,124.11
21670,2932,4,3,Suburb,2004,349038,7,119.04
21671,2230,4,1,Suburb,1962,291442,5,130.69
21672,1685,2,1,Urban,1951,208868,3,123.96
